island,site,transect,status,short,size,taxa,morphology
Science Blocks,SCH3,4,healthy,acrb,28,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,27,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,41,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrt,25,Acropora,table
Science Blocks,SCH3,4,healthy,serb,7,Seriatopora,branching
Science Blocks,SCH3,4,healthy,serb,33,Seriatopora,branching
Science Blocks,SCH3,4,healthy,acro,19,Acropora,corymbose
Science Blocks,SCH3,4,healthy,acro,14,Acropora,corymbose
Science Blocks,SCH3,4,healthy,acrd,9,Acropora,digitate
Science Blocks,SCH3,4,healthy,acrd,8,Acropora,digitate
Science Blocks,SCH3,4,healthy,acrd,20,Acropora,digitate
Science Blocks,SCH3,4,healthy,isoc,12,Isopora,columnar
Science Blocks,SCH3,4,healthy,acrb,29,Acropora,caespitose
